flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,avg_packet_size,max_packet_size,min_packet_size,duration,avg_interval,interval_variance,avg_ttl,syn_count,ack_count,fin_count,rst_count,psh_count,unique_ports,label,confidence,reason
172.27.152.109:53470 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,53470,53,UDP,2,285,142.5,216,69,5.398531,5.398531,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:58916 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,58916,53,UDP,2,364,182.0,295,69,0.015964,0.015964,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:63964 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,63964,53,UDP,2,181,90.5,118,63,2.441261,2.441261,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:58194 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,58194,53,UDP,2,425,212.5,362,63,0.015548,0.015548,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:62612 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,62612,53,UDP,2,228,114.0,164,64,4.852391,4.852391,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:62268 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,62268,53,UDP,2,182,91.0,118,64,0.029116,0.029116,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:57919 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,57919,53,UDP,2,286,143.0,221,65,0.008595,0.008595,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:61666 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,61666,53,UDP,2,278,139.0,212,66,2.42799,2.42799,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:65134 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,65134,53,UDP,2,199,99.5,141,58,2.425779,2.425779,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:56094 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,56094,53,UDP,2,158,79.0,100,58,0.647999,0.647999,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:50998 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,50998,53,UDP,2,232,116.0,168,64,2.417258,2.417258,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:51052 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,51052,53,UDP,2,186,93.0,122,64,0.020331,0.020331,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:64215 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,64215,53,UDP,2,284,142.0,214,70,4.822455,4.822455,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:57273 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,57273,53,UDP,2,303,151.5,233,70,0.006915,0.006915,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:64023 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,64023,53,UDP,2,336,168.0,267,69,2.413177,2.413177,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:64635 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,64635,53,UDP,2,289,144.5,220,69,0.008149,0.008149,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:54356 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,54356,53,UDP,2,225,112.5,155,70,3.839036,3.839036,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:54306 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,54306,53,UDP,2,328,164.0,258,70,0.208098,0.208098,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:62267 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,62267,53,UDP,4,552,138.0,212,66,9.40282,3.134273,2.04107,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:59989 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,59989,53,UDP,2,354,177.0,288,66,0.196111,0.196111,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:63177 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,63177,53,UDP,2,229,114.5,169,60,0.925614,0.925614,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:54464 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,54464,53,UDP,2,199,99.5,139,60,0.010307,0.010307,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:54327 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,54327,53,UDP,2,226,113.0,163,63,2.447824,2.447824,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:52675 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,52675,53,UDP,2,180,90.0,117,63,0.00831,0.00831,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:54713 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,54713,53,UDP,2,185,92.5,121,64,0.77849,0.77849,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:61145 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,61145,53,UDP,2,185,92.5,121,64,0.778255,0.778255,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:60499 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,60499,53,UDP,2,213,106.5,152,61,3.80895,3.80895,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:63224 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,63224,53,UDP,2,166,83.0,105,61,0.012411,0.012411,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:59729 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,59729,53,UDP,2,202,101.0,143,59,1.355601,1.355601,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:55684 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,55684,53,UDP,2,177,88.5,118,59,0.014453,0.014453,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:60297 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,60297,53,UDP,2,243,121.5,179,64,0.02562,0.02562,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:54874 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,54874,53,UDP,2,228,114.0,164,64,1.231482,1.231482,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:53171 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,53171,53,UDP,2,228,114.0,164,64,0.034433,0.034433,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:61709 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,61709,53,UDP,2,301,150.5,228,73,4.967275,4.967275,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:57233 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,57233,53,UDP,2,380,190.0,307,73,0.162428,0.162428,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:56308 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,56308,53,UDP,2,364,182.0,288,76,2.521144,2.521144,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:58380 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,58380,53,UDP,2,317,158.5,241,76,0.112388,0.112388,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:51245 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,51245,53,TCP,2,121,60.5,79,42,4.9e-05,4.9e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:55000 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,55000,53,TCP,2,121,60.5,79,42,2.4e-05,2.4e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:56022 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,56022,53,TCP,3,421,140.333333,300,42,1.313022,0.656511,0.430978,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:58583 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,58583,53,TCP,2,121,60.5,79,42,2.1e-05,2.1e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:59899 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,59899,53,TCP,2,121,60.5,79,42,2e-05,2e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:57762 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,57762,53,TCP,2,121,60.5,79,42,2.1e-05,2.1e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:54311 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,54311,53,TCP,2,121,60.5,79,42,2.1e-05,2.1e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:52360 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,52360,53,UDP,4,621,155.25,286,67,24.000316,8.000105,126.414075,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:54701 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,54701,53,UDP,4,645,161.25,286,67,11.370404,3.790135,26.314078,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:62166 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,62166,53,TCP,2,112,56.0,70,42,4.7e-05,4.7e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:63990 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,63990,53,TCP,2,112,56.0,70,42,2.1e-05,2.1e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:54701 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,54701,53,UDP,1,77,77.0,77,77,0.0,0.0,0.0,128.0,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:57202 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,57202,53,TCP,3,273,91.0,155,42,3.319038,1.659519,2.753848,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:53791 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,53791,53,TCP,3,298,99.333333,180,42,5.739524,2.869762,8.235408,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:60630 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,60630,53,TCP,2,118,59.0,76,42,3.4e-05,3.4e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:51396 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,51396,53,TCP,2,118,59.0,76,42,2.3e-05,2.3e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:52360 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,52360,53,UDP,2,268,134.0,199,69,0.037976,0.037976,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:64944 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,64944,53,TCP,2,122,61.0,80,42,4.8e-05,4.8e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:59340 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,59340,53,TCP,3,293,97.666667,176,42,0.76939,0.384695,0.147968,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:58795 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,58795,53,TCP,2,122,61.0,80,42,2.5e-05,2.5e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:58745 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,58745,53,TCP,2,117,58.5,75,42,2.2e-05,2.2e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:57816 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,57816,53,TCP,3,341,113.666667,219,42,0.114815,0.057407,0.003288,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:55566 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,55566,53,TCP,2,119,59.5,77,42,4.7e-05,4.7e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:56040 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,56040,53,TCP,3,332,110.666667,213,42,0.277415,0.138708,0.019233,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:62990 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,62990,53,TCP,2,121,60.5,79,42,2.6e-05,2.6e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:52284 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,52284,53,TCP,2,121,60.5,79,42,2.3e-05,2.3e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:63381 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,63381,53,TCP,2,121,60.5,79,42,2.4e-05,2.4e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:49249 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,49249,53,TCP,2,121,60.5,79,42,2.2e-05,2.2e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:50853 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,50853,53,TCP,2,116,58.0,74,42,3.1e-05,3.1e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:50287 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,50287,53,TCP,3,396,132.0,280,42,1.349713,0.674857,0.4554,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:62897 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,62897,53,TCP,2,115,57.5,73,42,6.6e-05,6.6e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:64877 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,64877,53,TCP,2,125,62.5,83,42,6.6e-05,6.6e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:62672 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,62672,53,TCP,3,355,118.333333,230,42,0.293577,0.146788,0.021532,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:51837 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,51837,53,TCP,2,121,60.5,79,42,4.8e-05,4.8e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:49954 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,49954,53,TCP,2,121,60.5,79,42,2.5e-05,2.5e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:57740 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,57740,53,TCP,2,121,60.5,79,42,2.4e-05,2.4e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:57173 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,57173,53,TCP,2,121,60.5,79,42,2.4e-05,2.4e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:64707 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,64707,53,TCP,2,115,57.5,73,42,6e-05,6e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:58921 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,58921,53,TCP,3,407,135.666667,271,42,3.310171,1.655086,2.739093,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:52925 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,52925,53,TCP,3,360,120.0,224,42,0.478821,0.239411,0.057305,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:56669 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,56669,53,TCP,3,336,112.0,215,42,0.639,0.3195,0.102053,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:54215 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,54215,53,TCP,2,121,60.5,79,42,2.6e-05,2.6e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:60959 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,60959,53,TCP,3,301,100.333333,180,42,0.156311,0.078156,0.006105,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:57539 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,57539,53,TCP,3,336,112.0,215,42,2.339991,1.169995,1.368842,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:56186 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,56186,53,UDP,1,67,67.0,67,67,0.0,0.0,0.0,128.0,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:58386 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,58386,53,TCP,2,118,59.0,76,42,4.6e-05,4.6e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:62485 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,62485,53,TCP,3,394,131.333333,276,42,2.809934,1.404967,1.97387,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:49173 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,49173,53,TCP,3,336,112.0,215,42,2.372644,1.186322,1.407201,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:58061 <-> 202.114.200.251:53 TCP,172.27.152.109,202.114.200.251,58061,53,TCP,3,269,89.666667,148,42,1.195355,0.597677,0.357179,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:49377 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,49377,53,TCP,2,118,59.0,76,42,3.7e-05,3.7e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:64281 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,64281,53,UDP,2,287,143.5,212,75,0.941437,0.941437,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:64281 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,64281,53,UDP,1,75,75.0,75,75,0.0,0.0,0.0,128.0,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:58646 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,58646,53,UDP,2,134,67.0,67,67,1.05647,1.05647,0.0,128.0,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:58646 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,58646,53,UDP,2,201,100.5,134,67,1.212136,1.212136,0.0,94.5,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:62568 <-> 202.114.200.251:53 UDP,172.27.152.109,202.114.200.251,62568,53,UDP,5,863,172.6,383,64,4.888832,1.222208,3.104805,101.2,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:56944 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,56944,53,TCP,3,269,89.666667,148,42,2.621637,1.310819,1.718059,105.666667,0,3,0,0,3,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:58871 <-> 202.114.200.250:53 TCP,172.27.152.109,202.114.200.250,58871,53,TCP,2,121,60.5,79,42,5.5e-05,5.5e-05,0.0,128.0,0,2,0,0,2,2,DNS,0.92,port 53 DNS traffic
172.27.152.109:62568 <-> 202.114.200.250:53 UDP,172.27.152.109,202.114.200.250,62568,53,UDP,1,67,67.0,67,67,0.0,0.0,0.0,128.0,0,0,0,0,0,2,DNS,0.92,port 53 DNS traffic
