序号,总距离(km),城市数,路径
619,3953.00,4,北京->福州->海口->成都
620,3957.00,4,北京->长春->上海->成都
621,3959.00,4,北京->呼和浩特->海口->成都
622,3965.00,4,北京->西宁->南宁->成都
623,3973.00,4,北京->南昌->呼和浩特->成都
624,3977.00,4,北京->长春->杭州->成都
625,3983.00,4,北京->沈阳->福州->成都
626,3984.00,4,北京->上海->海口->成都
627,3994.00,4,北京->贵阳->香港->成都
628,3996.00,4,北京->银川->杭州->成都
629,4000.00,4,北京->香港->西安->成都
630,4001.00,4,北京->福州->兰州->成都
631,4008.00,4,北京->澳门->西安->成都
632,4018.00,4,北京->南宁->香港->成都
633,4030.00,4,北京->哈尔滨->武汉->成都
634,4034.00,4,北京->海口->长沙->成都
635,4040.00,4,北京->太原->长春->成都
636,4043.00,4,北京->海口->香港->成都
637,4046.00,4,北京->台北->郑州->成都
638,4047.00,4,北京->兰州->南京->成都
639,4049.00,4,北京->台北->南宁->成都
640,4053.00,4,北京->郑州->拉萨->成都
641,4059.00,4,北京->西宁->济南->成都
642,4060.00,4,北京->昆明->长沙->成都
643,4060.00,4,北京->哈尔滨->西宁->成都
644,4061.00,4,北京->哈尔滨->合肥->成都
645,4064.00,4,北京->台北->上海->成都
646,4076.00,4,北京->长沙->呼和浩特->成都
647,4077.00,4,北京->长沙->台北->成都
648,4079.00,4,北京->西宁->南昌->成都
649,4080.00,4,北京->重庆->南京->成都
650,4083.00,4,北京->昆明->西宁->成都
651,4085.00,4,北京->重庆->济南->成都
652,4086.00,4,北京->南宁->武汉->成都
653,4119.00,4,北京->西宁->合肥->成都
654,4119.00,4,北京->福州->济南->成都
655,4120.00,4,北京->兰州->广州->成都
656,4128.00,4,北京->沈阳->南宁->成都
657,4130.00,4,北京->济南->拉萨->成都
658,4130.00,4,北京->哈尔滨->南京->成都
659,4132.00,4,北京->福州->太原->成都
660,4133.00,4,北京->重庆->呼和浩特->成都
661,4138.00,4,北京->沈阳->广州->成都
662,4141.00,4,北京->长沙->天津->成都
663,4151.00,4,北京->银川->上海->成都
664,4151.00,4,北京->银川->澳门->成都
665,4154.00,4,北京->广州->福州->成都
666,4169.00,4,北京->石家庄->哈尔滨->成都
667,4181.00,4,北京->贵阳->合肥->成都
668,4186.00,4,北京->南京->沈阳->成都
669,4187.00,4,北京->南宁->兰州->成都
670,4189.00,4,北京->广州->兰州->成都
671,4196.00,4,北京->重庆->拉萨->成都
672,4197.00,4,北京->广州->郑州->成都
673,4198.00,4,北京->银川->香港->成都
674,4200.00,4,北京->广州->合肥->成都
675,4200.00,4,北京->呼和浩特->台北->成都
676,4206.00,4,北京->银川->海口->成都
677,4207.00,4,北京->南宁->南昌->成都
678,4209.00,4,北京->香港->福州->成都
679,4220.00,4,北京->福州->石家庄->成都
680,4223.00,4,北京->贵阳->太原->成都
681,4235.00,4,北京->台北->昆明->成都
682,4235.00,4,北京->西宁->天津->成都
683,4237.00,4,北京->济南->哈尔滨->成都
684,4254.00,4,北京->哈尔滨->长沙->成都
685,4257.00,4,北京->合肥->沈阳->成都
686,4258.00,4,北京->台北->海口->成都
687,4265.00,4,北京->福州->银川->成都
688,4284.00,4,北京->澳门->福州->成都
689,4289.00,4,北京->昆明->海口->成都
690,4290.00,4,北京->福州->西宁->成都
691,4297.00,4,北京->银川->福州->成都
692,4305.00,4,北京->呼和浩特->哈尔滨->成都
693,4314.00,4,北京->拉萨->重庆->成都
694,4316.00,4,北京->兰州->海口->成都
695,4316.00,4,北京->沈阳->台北->成都
696,4319.00,4,北京->重庆->杭州->成都
697,4319.00,4,北京->沈阳->澳门->成都
698,4322.00,4,北京->兰州->澳门->成都
699,4323.00,4,北京->沈阳->香港->成都
700,4328.00,4,北京->西安->台北->成都
701,4335.00,4,北京->哈尔滨->南昌->成都
702,4338.00,4,北京->香港->合肥->成都
703,4343.00,4,北京->哈尔滨->贵阳->成都
704,4348.00,4,北京->重庆->福州->成都
705,4358.00,4,北京->昆明->武汉->成都
706,4370.00,4,北京->香港->郑州->成都
707,4374.00,4,北京->海口->西安->成都
708,4377.00,4,北京->兰州->杭州->成都
709,4380.00,4,北京->兰州->香港->成都
710,4380.00,4,北京->上海->沈阳->成都
711,4385.00,4,北京->澳门->合肥->成都
712,4388.00,4,北京->西宁->南京->成都
713,4389.00,4,北京->哈尔滨->上海->成都
714,4393.00,4,北京->澳门->兰州->成都
715,4394.00,4,北京->昆明->广州->成都
716,4397.00,4,北京->香港->兰州->成都
717,4398.00,4,北京->澳门->郑州->成都
718,4402.00,4,北京->台北->兰州->成都
719,4407.00,4,北京->郑州->长春->成都
720,4408.00,4,北京->海口->武汉->成都
721,4411.00,4,北京->哈尔滨->杭州->成都
722,4412.00,4,北京->南宁->西宁->成都
723,4415.00,4,北京->长春->昆明->成都
724,4429.00,4,北京->广州->南京->成都
725,4430.00,4,北京->西宁->广州->成都
726,4433.00,4,北京->重庆->天津->成都
727,4440.00,4,北京->太原->哈尔滨->成都
728,4442.00,4,北京->台北->济南->成都
729,4451.00,4,北京->广州->西宁->成都
730,4458.00,4,北京->贵阳->石家庄->成都
731,4459.00,4,北京->海口->南昌->成都
732,4465.00,4,北京->贵阳->南京->成都
733,4469.00,4,北京->拉萨->昆明->成都
734,4474.00,4,北京->广州->杭州->成都
735,4475.00,3,北京->乌鲁木齐->成都
736,4476.00,4,北京->呼和浩特->乌鲁木齐->成都
737,4476.00,4,北京->长春->福州->成都
738,4480.00,4,北京->昆明->银川->成都
739,4492.00,4,北京->台北->太原->成都
740,4492.00,4,北京->南宁->郑州->成都
741,4514.00,4,北京->拉萨->西宁->成都
742,4524.00,4,北京->武汉->拉萨->成都
743,4527.00,4,北京->银川->沈阳->成都
744,4541.00,4,北京->贵阳->拉萨->成都
745,4541.00,4,北京->拉萨->兰州->成都
746,4546.00,4,北京->福州->天津->成都
747,4548.00,4,北京->昆明->澳门->成都
748,4553.00,4,北京->香港->南京->成都
749,4555.00,4,北京->乌鲁木齐->西宁->成都
750,4561.00,4,北京->西安->沈阳->成都
751,4562.00,4,北京->贵阳->福州->成都
752,4563.00,4,北京->台北->石家庄->成都
753,4564.00,4,北京->兰州->上海->成都
754,4569.00,4,北京->重庆->上海->成都
755,4572.00,4,北京->杭州->沈阳->成都
756,4573.00,4,北京->香港->杭州->成都
757,4576.00,4,北京->广州->台北->成都
758,4580.00,4,北京->沈阳->海口->成都
759,4582.00,4,北京->广州->银川->成都
760,4583.00,4,北京->贵阳->济南->成都
761,4598.00,4,北京->昆明->南昌->成都
762,4598.00,4,北京->香港->台北->成都
763,4598.00,4,北京->昆明->拉萨->成都
764,4599.00,4,北京->兰州->福州->成都
765,4599.00,4,北京->西宁->海口->成都
766,4603.00,4,北京->昆明->郑州->成都
767,4607.00,4,北京->澳门->南京->成都
768,4629.00,4,北京->银川->乌鲁木齐->成都
769,4630.00,4,北京->西宁->澳门->成都
770,4635.00,4,北京->长春->南宁->成都
771,4636.00,4,北京->澳门->杭州->成都
772,4641.00,4,北京->昆明->香港->成都
773,4642.00,4,北京->拉萨->贵阳->成都
774,4643.00,4,北京->乌鲁木齐->兰州->成都
775,4644.00,4,北京->长春->广州->成都
776,4647.00,4,北京->合肥->拉萨->成都
777,4647.00,4,北京->广州->太原->成都
778,4651.00,4,北京->贵阳->杭州->成都
779,4652.00,4,北京->南宁->合肥->成都
780,4653.00,4,北京->澳门->西宁->成都
781,4653.00,4,北京->台北->银川->成都
782,4656.00,4,北京->太原->乌鲁木齐->成都
783,4660.00,4,北京->香港->西宁->成都
784,4660.00,4,北京->武汉->沈阳->成都
785,4663.00,4,北京->福州->呼和浩特->成都
786,4663.00,4,北京->石家庄->乌鲁木齐->成都
787,4665.00,4,北京->南宁->银川->成都
788,4666.00,4,北京->天津->乌鲁木齐->成都
789,4674.00,4,北京->海口->兰州->成都
790,4679.00,4,北京->澳门->台北->成都
791,4691.00,4,北京->西宁->香港->成都
792,4693.00,4,北京->台北->西宁->成都
793,4705.00,4,北京->南京->长春->成都
794,4712.00,4,北京->贵阳->呼和浩特->成都
795,4715.00,4,北京->长沙->拉萨->成都
796,4719.00,4,北京->西宁->杭州->成都
797,4761.00,4,北京->广州->上海->成都
798,4777.00,4,北京->银川->台北->成都
799,4779.00,4,北京->合肥->长春->成都
800,4781.00,4,北京->香港->银川->成都
801,4788.00,4,北京->澳门->银川->成都
802,4789.00,4,北京->南宁->福州->成都
803,4793.00,4,北京->南京->拉萨->成都
804,4795.00,4,北京->长春->台北->成都
805,4800.00,4,北京->广州->济南->成都
806,4807.00,4,北京->广州->石家庄->成都
807,4825.00,4,北京->香港->太原->成都
808,4825.00,4,北京->长春->澳门->成都
809,4828.00,4,北京->长春->香港->成都
810,4830.00,4,北京->郑州->哈尔滨->成都
811,4830.00,4,北京->西宁->乌鲁木齐->成都
812,4831.00,4,北京->哈尔滨->昆明->成都
813,4847.00,4,北京->重庆->台北->成都
814,4850.00,4,北京->澳门->太原->成都
815,4858.00,4,北京->香港->上海->成都
816,4858.00,4,北京->台北->天津->成都
817,4866.00,4,北京->海口->郑州->成都
818,4870.00,4,北京->兰州->乌鲁木齐->成都
819,4882.00,4,北京->上海->长春->成都
820,4890.00,4,北京->南昌->拉萨->成都
821,4891.00,4,北京->南宁->太原->成都
822,4903.00,4,北京->昆明->太原->成都
823,4905.00,4,北京->西宁->上海->成都
824,4909.00,4,北京->海口->福州->成都
825,4909.00,4,北京->海口->西宁->成都
826,4909.00,4,北京->哈尔滨->福州->成都
827,4915.00,4,北京->南宁->南京->成都
828,4915.00,4,北京->拉萨->西安->成都
829,4921.00,4,北京->贵阳->上海->成都
830,4922.00,4,北京->澳门->上海->成都
831,4935.00,4,北京->海口->合肥->成都
832,4936.00,4,北京->西宁->福州->成都
833,4951.00,4,北京->昆明->合肥->成都
834,4953.00,4,北京->香港->济南->成都
835,4959.00,4,北京->贵阳->天津->成都
836,4968.00,4,北京->乌鲁木齐->银川->成都
837,4976.00,4,北京->银川->长春->成都
838,4976.00,4,北京->香港->石家庄->成都
839,4985.00,4,北京->南昌->沈阳->成都
840,4989.00,4,北京->乌鲁木齐->重庆->成都
841,4993.00,4,北京->澳门->济南->成都
842,5007.00,4,北京->澳门->石家庄->成都
843,5014.00,4,北京->台北->呼和浩特->成都
844,5026.00,4,北京->南宁->杭州->成都
845,5029.00,4,北京->济南->乌鲁木齐->成都
846,5048.00,4,北京->贵阳->台北->成都
847,5050.00,4,北京->沈阳->拉萨->成都
848,5059.00,4,北京->西安->长春->成都
849,5066.00,4,北京->哈尔滨->南宁->成都
850,5080.00,4,北京->哈尔滨->广州->成都
851,5082.00,4,北京->杭州->长春->成都
852,5087.00,4,北京->长春->海口->成都
853,5089.00,4,北京->西安->乌鲁木齐->成都
854,5092.00,4,北京->兰州->台北->成都
855,5099.00,4,北京->南宁->石家庄->成都
856,5118.00,4,北京->兰州->沈阳->成都
857,5120.00,4,北京->郑州->乌鲁木齐->成都
858,5129.00,4,北京->拉萨->银川->成都
859,5130.00,4,北京->海口->银川->成都
860,5136.00,4,北京->乌鲁木齐->西安->成都
861,5143.00,4,北京->南京->哈尔滨->成都
862,5158.00,4,北京->杭州->拉萨->成都
863,5159.00,4,北京->昆明->石家庄->成都
864,5166.00,4,北京->南宁->济南->成都
865,5168.00,4,北京->南宁->拉萨->成都
866,5176.00,4,北京->海口->南京->成都
867,5184.00,4,北京->武汉->长春->成都
868,5186.00,4,北京->广州->呼和浩特->成都
869,5213.00,4,北京->上海->拉萨->成都
870,5217.00,4,北京->合肥->哈尔滨->成都
871,5223.00,4,北京->哈尔滨->台北->成都
872,5229.00,4,北京->广州->天津->成都
873,5234.00,4,北京->南宁->台北->成都
874,5235.00,4,北京->海口->杭州->成都
875,5237.00,4,北京->昆明->南京->成都
876,5251.00,4,北京->长沙->沈阳->成都
877,5261.00,4,北京->哈尔滨->澳门->成都
878,5264.00,4,北京->哈尔滨->香港->成都
879,5266.00,4,北京->乌鲁木齐->拉萨->成都
880,5293.00,4,北京->海口->太原->成都
881,5306.00,4,北京->海口->台北->成都
882,5309.00,4,北京->昆明->福州->成都
883,5312.00,4,北京->南宁->上海->成都
884,5316.00,4,北京->上海->哈尔滨->成都
885,5319.00,4,北京->昆明->济南->成都
886,5343.00,4,北京->银川->哈尔滨->成都
887,5356.00,4,北京->昆明->呼和浩特->成都
888,5366.00,4,北京->香港->呼和浩特->成都
889,5385.00,4,北京->香港->天津->成都
890,5390.00,4,北京->澳门->呼和浩特->成都
891,5403.00,4,北京->西宁->沈阳->成都
892,5404.00,4,北京->拉萨->南宁->成都
893,5405.00,4,北京->南宁->呼和浩特->成都
894,5424.00,4,北京->澳门->天津->成都
895,5424.00,4,北京->昆明->杭州->成都
896,5431.00,4,北京->西宁->台北->成都
897,5447.00,4,北京->广州->拉萨->成都
898,5466.00,4,北京->西安->哈尔滨->成都
899,5474.00,4,北京->福州->沈阳->成都
900,5478.00,4,北京->海口->石家庄->成都
901,5494.00,4,北京->长春->拉萨->成都
902,5506.00,4,北京->海口->济南->成都
903,5507.00,4,北京->南昌->长春->成都
904,5507.00,4,北京->乌鲁木齐->贵阳->成都
905,5518.00,4,北京->杭州->哈尔滨->成都
906,5522.00,4,北京->哈尔滨->海口->成都
907,5522.00,4,北京->海口->上海->成都
908,5564.00,4,北京->乌鲁木齐->昆明->成都
909,5573.00,4,北京->南宁->天津->成都
910,5580.00,4,北京->兰州->长春->成都
911,5584.00,4,北京->沈阳->乌鲁木齐->成都
912,5592.00,4,北京->福州->拉萨->成都
913,5597.00,4,北京->拉萨->长沙->成都
914,5615.00,4,北京->澳门->拉萨->成都
915,5619.00,4,北京->武汉->哈尔滨->成都
916,5629.00,4,北京->重庆->沈阳->成都
917,5650.00,4,北京->香港->拉萨->成都
918,5657.00,4,北京->海口->拉萨->成都
919,5674.00,4,北京->昆明->天津->成都
920,5695.00,4,北京->昆明->上海->成都
921,5715.00,4,北京->台北->沈阳->成都
922,5727.00,4,北京->乌鲁木齐->太原->成都
923,5753.00,4,北京->乌鲁木齐->呼和浩特->成都
924,5763.00,4,北京->拉萨->郑州->成都
925,5773.00,4,北京->拉萨->武汉->成都
926,5775.00,4,北京->长沙->长春->成都
927,5785.00,4,北京->昆明->台北->成都
928,5821.00,4,北京->海口->呼和浩特->成都
929,5829.00,4,北京->重庆->乌鲁木齐->成都
930,5852.00,4,北京->西宁->长春->成都
931,5852.00,4,北京->拉萨->太原->成都
932,5859.00,4,北京->哈尔滨->拉萨->成都
933,5862.00,4,北京->合肥->乌鲁木齐->成都
934,5872.00,4,北京->乌鲁木齐->郑州->成都
935,5875.00,4,北京->武汉->乌鲁木齐->成都
936,5911.00,4,北京->长春->乌鲁木齐->成都
937,5927.00,4,北京->海口->天津->成都
938,5945.00,4,北京->南昌->哈尔滨->成都
939,5955.00,4,北京->兰州->哈尔滨->成都
940,5970.00,4,北京->南京->乌鲁木齐->成都
941,5983.00,4,北京->福州->长春->成都
942,5995.00,4,北京->台北->拉萨->成都
943,6009.00,4,北京->乌鲁木齐->石家庄->成都
944,6030.00,4,北京->拉萨->海口->成都
945,6109.00,4,北京->拉萨->广州->成都
946,6118.00,4,北京->拉萨->南昌->成都
947,6127.00,4,北京->拉萨->呼和浩特->成都
948,6138.00,4,北京->贵阳->沈阳->成都
949,6139.00,4,北京->重庆->长春->成都
950,6156.00,4,北京->拉萨->石家庄->成都
951,6166.00,4,北京->乌鲁木齐->武汉->成都
952,6173.00,4,北京->乌鲁木齐->长沙->成都
953,6175.00,4,北京->哈尔滨->乌鲁木齐->成都
954,6210.00,4,北京->长沙->哈尔滨->成都
955,6210.00,4,北京->台北->长春->成都
956,6215.00,4,北京->西宁->哈尔滨->成都
957,6224.00,4,北京->拉萨->乌鲁木齐->成都
958,6249.00,4,北京->长沙->乌鲁木齐->成都
959,6275.00,4,北京->拉萨->澳门->成都
960,6296.00,4,北京->广州->沈阳->成都
961,6324.00,4,北京->南昌->乌鲁木齐->成都
962,6329.00,4,北京->拉萨->合肥->成都
963,6364.00,4,北京->贵阳->乌鲁木齐->成都
964,6364.00,4,北京->拉萨->香港->成都
965,6389.00,4,北京->乌鲁木齐->济南->成都
966,6392.00,4,北京->上海->乌鲁木齐->成都
967,6395.00,4,北京->乌鲁木齐->南宁->成都
968,6415.00,4,北京->杭州->乌鲁木齐->成都
969,6418.00,4,北京->福州->哈尔滨->成都
970,6429.00,4,北京->香港->沈阳->成都
971,6442.00,4,北京->乌鲁木齐->天津->成都
972,6448.00,4,北京->拉萨->济南->成都
973,6479.00,4,北京->澳门->沈阳->成都
974,6556.00,4,北京->重庆->哈尔滨->成都
975,6586.00,4,北京->乌鲁木齐->合肥->成都
976,6594.00,4,北京->乌鲁木齐->南昌->成都
977,6618.00,4,北京->拉萨->南京->成都
978,6640.00,4,北京->台北->哈尔滨->成都
979,6651.00,4,北京->昆明->乌鲁木齐->成都
980,6656.00,4,北京->贵阳->长春->成都
981,6681.00,4,北京->拉萨->天津->成都
982,6712.00,4,北京->南宁->沈阳->成都
983,6818.00,4,北京->广州->长春->成都
984,6837.00,4,北京->乌鲁木齐->南京->成都
985,6868.00,4,北京->昆明->沈阳->成都
986,6889.00,4,北京->拉萨->杭州->成都
987,6921.00,4,北京->拉萨->福州->成都
988,6933.00,4,北京->乌鲁木齐->广州->成都
989,6950.00,4,北京->香港->长春->成都
990,7001.00,4,北京->澳门->长春->成都
991,7027.00,4,北京->海口->沈阳->成都
992,7042.00,4,北京->乌鲁木齐->海口->成都
993,7080.00,4,北京->福州->乌鲁木齐->成都
994,7080.00,4,北京->贵阳->哈尔滨->成都
995,7117.00,4,北京->南宁->乌鲁木齐->成都
996,7124.00,4,北京->拉萨->上海->成都
997,7129.00,4,北京->乌鲁木齐->澳门->成都
998,7188.00,4,北京->乌鲁木齐->杭州->成都
999,7196.00,4,北京->乌鲁木齐->香港->成都
1000,7229.00,4,北京->广州->乌鲁木齐->成都
1001,7235.00,4,北京->南宁->长春->成都
1002,7256.00,4,北京->广州->哈尔滨->成都
1003,7345.00,4,北京->乌鲁木齐->上海->成都
1004,7380.00,4,北京->昆明->长春->成都
1005,7388.00,4,北京->香港->哈尔滨->成都
1006,7416.00,4,北京->拉萨->台北->成都
1007,7427.00,4,北京->澳门->乌鲁木齐->成都
1008,7439.00,4,北京->澳门->哈尔滨->成都
1009,7440.00,4,北京->香港->乌鲁木齐->成都
1010,7446.00,4,北京->乌鲁木齐->沈阳->成都
1011,7451.00,4,北京->乌鲁木齐->福州->成都
1012,7479.00,4,北京->台北->乌鲁木齐->成都
1013,7550.00,4,北京->海口->长春->成都
1014,7627.00,4,北京->海口->乌鲁木齐->成都
1015,7668.00,4,北京->南宁->哈尔滨->成都
1016,7789.00,4,北京->乌鲁木齐->长春->成都
1017,7798.00,4,北京->昆明->哈尔滨->成都
1018,7870.00,4,北京->拉萨->沈阳->成都
1019,7942.00,4,北京->乌鲁木齐->台北->成都
1020,7987.00,4,北京->海口->哈尔滨->成都
1021,8055.00,4,北京->乌鲁木齐->哈尔滨->成都
1022,8330.00,4,北京->拉萨->长春->成都
1023,8697.00,4,北京->拉萨->哈尔滨->成都
