generation,bestFitness,averageFitness
117,5690.774280,5225.945848
118,5690.774280,5208.136897
119,5690.774280,5223.589793
120,5690.774280,5234.733137
121,5690.774280,5257.998533
122,5690.774280,5251.908267
123,5690.774280,5243.967463
124,5690.774280,5221.859456
125,5690.774280,5252.806700
126,5690.774280,5295.926311
127,5690.774280,5328.296624
128,5690.774280,5335.110530
129,5690.774280,5336.075826
130,5690.774280,5383.582253
131,5690.774280,5346.252241
132,5690.774280,5293.686523
133,5690.774280,5263.389470
134,5690.774280,5263.688827
135,5690.774280,5219.085969
136,5690.774280,5208.444025
137,5690.774280,5197.201725
138,5690.774280,5230.433824
139,5690.774280,5254.033639
140,5690.774280,5292.352551
141,5690.774280,5318.087898
142,5690.774280,5330.327678
143,5690.774280,5341.964051
144,5690.774280,5333.180065
145,5690.774280,5277.307040
146,5690.774280,5260.375770
147,5690.774280,5260.584059
148,5690.774280,5237.896624
149,5690.774280,5270.368825
150,5690.774280,5276.327963
151,5690.774280,5265.170666
152,5690.774280,5274.267116
153,5690.774280,5281.243759
154,5690.774280,5263.084502
155,5690.774280,5292.175120
156,5690.774280,5296.242623
157,5690.774280,5345.226245
158,5690.774280,5352.164129
159,5690.774280,5375.359962
160,5690.774280,5372.209482
161,5690.774280,5375.030564
162,5690.774280,5359.386689
163,5690.774280,5346.448540
164,5690.774280,5299.496145
165,5690.774280,5311.277785
166,5690.774280,5297.905316
167,5690.774280,5339.411393
168,5690.774280,5368.790344
169,5690.774280,5366.221982
170,5690.774280,5350.944341
171,5690.774280,5328.971737
172,5690.774280,5287.309195
173,5690.774280,5314.789451
174,5690.774280,5277.236749
175,5690.774280,5264.478295
176,5690.774280,5321.571738
177,5690.774280,5349.250105
178,5690.774280,5350.595366
179,5690.774280,5315.207641
180,5690.774280,5317.582785
181,5690.774280,5290.387134
182,5690.774280,5289.541572
183,5690.774280,5268.045586
184,5690.774280,5288.116031
185,5690.774280,5321.428192
186,5690.774280,5307.223663
187,5690.774280,5292.254604
188,5690.774280,5310.353806
189,5690.774280,5293.370138
190,5690.774280,5259.498460
191,5690.774280,5259.751099
192,5690.774280,5267.643042
193,5690.774280,5223.554856
194,5690.774280,5204.714647
195,5690.774280,5189.347180
196,5690.774280,5188.507836
197,5690.774280,5187.839429
198,5690.774280,5205.501571
199,5690.774280,5245.000767
200,5690.774280,5236.843974
201,5690.774280,5272.415412
202,5690.774280,5303.694138
203,5690.774280,5307.817401
204,5690.774280,5289.214385
205,5690.774280,5286.615670
206,5690.774280,5304.343544
207,5690.774280,5312.344769
208,5690.774280,5279.703366
209,5690.774280,5271.508765
210,5690.774280,5261.179641
211,5690.774280,5283.539237
212,5690.774280,5271.111589
213,5690.774280,5281.861996
214,5690.774280,5301.096946
215,5690.774280,5298.484940
216,5690.774280,5318.809286
217,5690.774280,5356.764073
218,5690.774280,5367.765156
219,5690.774280,5374.942291
220,5690.774280,5363.406418
221,5690.774280,5360.412083
222,5690.774280,5341.357003
223,5690.774280,5333.979346
224,5690.774280,5301.887005
225,5690.774280,5279.455656
226,5690.774280,5317.772510
227,5690.774280,5328.744421
228,5690.774280,5327.943491
229,5690.774280,5310.754779
230,5690.774280,5327.570119
231,5690.774280,5291.783364
232,5690.774280,5266.084781
233,5690.774280,5316.277634
234,5690.774280,5338.621037
235,5690.774280,5338.403475
236,5690.774280,5336.471106
237,5690.774280,5291.860871
238,5690.774280,5307.130994
239,5690.774280,5327.545205
240,5690.774280,5344.665085
241,5690.774280,5325.502080
242,5690.774280,5310.436084
243,5690.774280,5323.450788
244,5690.774280,5303.766924
245,5690.774280,5294.722347
246,5690.774280,5332.844911
247,5690.774280,5353.464148
248,5690.774280,5311.099956
249,5690.774280,5280.027745
250,5690.774280,5249.747644
251,5690.774280,5208.396443
252,5690.774280,5209.552321
253,5690.774280,5195.144310
254,5690.774280,5252.748983
255,5690.774280,5280.765618
256,5690.774280,5307.328032
257,5690.774280,5329.320676
258,5690.774280,5308.522876
259,5690.774280,5295.873766
260,5690.774280,5296.951974
261,5690.774280,5295.168201
262,5690.774280,5308.637857
263,5690.774280,5307.190102
264,5690.774280,5328.283937
265,5690.774280,5329.306149
266,5690.774280,5258.720749
267,5690.774280,5247.446105
268,5690.774280,5203.328196
269,5690.774280,5178.823635
270,5690.774280,5122.674640
271,5690.774280,5142.424084
272,5690.774280,5166.727667
273,5690.774280,5228.791463
274,5690.774280,5276.384583
275,5690.774280,5307.067485
276,5690.774280,5309.149705
277,5690.774280,5282.762158
278,5690.774280,5247.140352
279,5690.774280,5270.016265
280,5690.774280,5281.642821
281,5690.774280,5280.803633
282,5690.774280,5269.158165
283,5690.774280,5272.812864
284,5690.774280,5279.809930
285,5690.774280,5268.444960
286,5690.774280,5262.762847
287,5690.774280,5238.415631
288,5690.774280,5284.268954
289,5690.774280,5286.085234
290,5690.774280,5281.613499
291,5690.774280,5269.387771
292,5690.774280,5285.512097
293,5690.774280,5314.967762
294,5690.774280,5287.985729
295,5690.774280,5307.986142
296,5690.774280,5300.158334
297,5690.774280,5309.114945
298,5690.774280,5335.931054
299,5690.774280,5305.900249
