generation,bestFitness,averageFitness
275,592.584530,580.431058
276,592.584530,575.591210
277,592.584530,578.286924
278,592.584530,577.573984
279,592.584530,581.598899
280,592.584530,579.542698
281,592.584530,577.924421
282,592.584530,578.269248
283,592.584530,587.067742
284,592.584530,582.870321
285,592.584530,586.513872
286,592.584530,577.221221
287,592.584530,577.296295
288,592.584530,571.497832
289,592.584530,583.806641
290,592.584530,582.125919
291,592.584530,581.122316
292,592.584530,577.753796
293,592.584530,578.776192
294,592.584530,579.933027
295,592.584530,586.824427
296,592.584530,581.916387
297,592.584530,585.010321
298,592.584530,578.588810
299,592.584530,574.088289
